,Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party",Prefix,"Bond
Number",Denominations,"Pay Branch
Code",Pay Teller
20,11935,2022-10-20,JANASENA PARTY,*******3929,OC,12278,10000000,847,3889823
21,11936,2022-10-21,AAM AADMI PARTY,*******5086,TL,1097,1000000,691,5972302
22,11937,2022-10-21,AAM AADMI PARTY,*******5086,TL,1102,1000000,691,5972302
23,11938,2022-10-21,AAM AADMI PARTY,*******5086,TL,1100,1000000,691,5972302
24,11939,2022-10-21,AAM AADMI PARTY,*******5086,TL,1104,1000000,691,5972302
25,11940,2022-10-21,AAM AADMI PARTY,*******5086,TL,1095,1000000,691,5972302
26,11941,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11332,10000000,691,5972302
27,11942,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11318,10000000,691,5972302
28,11943,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11370,10000000,691,5972302
29,11944,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11360,10000000,691,5972302
30,11945,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11314,10000000,691,5972302
31,11946,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11330,10000000,691,5972302
32,11947,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11338,10000000,691,5972302
33,11948,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11354,10000000,691,5972302
34,11949,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11356,10000000,691,5972302
35,11950,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11334,10000000,691,5972302
36,11951,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11336,10000000,691,5972302
0,11952,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11326,10000000,691,5972302
1,11953,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11344,10000000,691,5972302
2,11954,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11312,10000000,691,5972302
3,11955,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11348,10000000,691,5972302
4,11956,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11366,10000000,691,5972302
5,11957,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11328,10000000,691,5972302
6,11958,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11358,10000000,691,5972302
7,11959,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11324,10000000,691,5972302
8,11960,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11362,10000000,691,5972302
9,11961,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11364,10000000,691,5972302
10,11962,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11316,10000000,691,5972302
11,11963,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11352,10000000,691,5972302
12,11964,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11322,10000000,691,5972302
13,11965,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11346,10000000,691,5972302
14,11966,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11340,10000000,691,5972302
15,11967,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11368,10000000,691,5972302
16,11968,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11350,10000000,691,5972302
17,11969,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11342,10000000,691,5972302
18,11970,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11320,10000000,691,5972302
19,11971,2022-10-21,BHARATIYA JANATA PARTY,*******8244,OC,11382,10000000,691,5972302
20,11972,2022-11-14,AAM AADMI PARTY,*******5086,OC,11396,10000000,691,8212066
21,11973,2022-11-14,AAM AADMI PARTY,*******5086,OC,11398,10000000,691,8212066
22,11974,2022-11-14,AAM AADMI PARTY,*******5086,OC,11394,10000000,691,8212066
23,11975,2022-11-14,AAM AADMI PARTY,*******5086,OC,11400,10000000,691,8212066
24,11976,2022-11-14,AAM AADMI PARTY,*******5086,OC,11392,10000000,691,8212066
25,11977,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13417,10000000,691,8212066
26,11978,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13509,10000000,691,8212066
27,11979,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13053,10000000,691,8212066
28,11980,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13407,10000000,691,8212066
29,11981,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13449,10000000,691,8212066
30,11982,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13429,10000000,691,8212066
31,11983,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13519,10000000,691,8212066
32,11984,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13541,10000000,691,8212066
33,11985,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13443,10000000,691,8212066
34,11986,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13439,10000000,691,8212066
35,11987,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13515,10000000,691,8212066
36,11988,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13067,10000000,691,8212066
0,11989,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13451,10000000,691,8212066
1,11990,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13077,10000000,691,8212066
2,11991,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13427,10000000,691,8212066
3,11992,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13459,10000000,691,8212066
4,11993,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13501,10000000,691,8212066
5,11994,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13435,10000000,691,8212066
6,11995,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13535,10000000,691,8212066
7,11996,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13457,10000000,691,8212066
8,11997,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13411,10000000,691,8212066
9,11998,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13097,10000000,691,8212066
10,11999,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13405,10000000,691,8212066
11,12000,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13475,10000000,691,8212066
12,12001,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13467,10000000,691,8212066
13,12002,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13513,10000000,691,8212066
14,12003,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13525,10000000,691,8212066
15,12004,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13075,10000000,691,8212066
16,12005,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13081,10000000,691,8212066
17,12006,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13537,10000000,691,8212066
18,12007,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13481,10000000,691,8212066
19,12008,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13089,10000000,691,8212066
20,12009,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13409,10000000,691,8212066
21,12010,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13473,10000000,691,8212066
22,12011,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13549,10000000,691,8212066
23,12012,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13531,10000000,691,8212066
24,12013,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13499,10000000,691,8212066
25,12014,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13063,10000000,691,8212066
26,12015,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13495,10000000,691,8212066
27,12016,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13431,10000000,691,8212066
28,12017,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13543,10000000,691,8212066
29,12018,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13455,10000000,691,8212066
30,12019,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13487,10000000,691,8212066
31,12020,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13401,10000000,691,8212066
32,12021,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13497,10000000,691,8212066
33,12022,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13419,10000000,691,8212066
34,12023,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13545,10000000,691,8212066
35,12024,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13461,10000000,691,8212066
36,12025,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13055,10000000,691,8212066
0,12026,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13413,10000000,691,8212066
1,12027,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13471,10000000,691,8212066
2,12028,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13547,10000000,691,8212066
3,12029,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13061,10000000,691,8212066
4,12030,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13065,10000000,691,8212066
5,12031,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13445,10000000,691,8212066
6,12032,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13425,10000000,691,8212066
7,12033,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13511,10000000,691,8212066
8,12034,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13437,10000000,691,8212066
9,12035,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13503,10000000,691,8212066
10,12036,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13453,10000000,691,8212066
11,12037,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13083,10000000,691,8212066
12,12038,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13479,10000000,691,8212066
13,12039,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13491,10000000,691,8212066
14,12040,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13079,10000000,691,8212066
15,12041,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13433,10000000,691,8212066
16,12042,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13527,10000000,691,8212066
17,12043,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13489,10000000,691,8212066
18,12044,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13059,10000000,691,8212066
19,12045,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13483,10000000,691,8212066
20,12046,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13403,10000000,691,8212066
21,12047,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13539,10000000,691,8212066
22,12048,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13421,10000000,691,8212066
23,12049,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13477,10000000,691,8212066
24,12050,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13069,10000000,691,8212066
25,12051,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13085,10000000,691,8212066
26,12052,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13485,10000000,691,8212066
27,12053,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13051,10000000,691,8212066
28,12054,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13095,10000000,691,8212066
29,12055,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13529,10000000,691,8212066
30,12056,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13447,10000000,691,8212066
31,12057,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13517,10000000,691,8212066
32,12058,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13093,10000000,691,8212066
33,12059,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13423,10000000,691,8212066
34,12060,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13091,10000000,691,8212066
35,12061,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13465,10000000,691,8212066
36,12062,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13507,10000000,691,8212066
0,12063,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13087,10000000,691,8212066
1,12064,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13505,10000000,691,8212066
2,12065,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13493,10000000,691,8212066
3,12066,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13521,10000000,691,8212066
4,12067,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13071,10000000,691,8212066
5,12068,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13057,10000000,691,8212066
6,12069,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13441,10000000,691,8212066
7,12070,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13415,10000000,691,8212066
8,12071,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13073,10000000,691,8212066
9,12072,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13533,10000000,691,8212066
10,12073,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13463,10000000,691,8212066
11,12074,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13469,10000000,691,8212066
12,12075,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13099,10000000,691,8212066
13,12076,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13523,10000000,691,8212066
14,12077,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13579,10000000,691,8212066
15,12078,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13565,10000000,691,8212066
16,12079,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13555,10000000,691,8212066
17,12080,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13573,10000000,691,8212066
18,12081,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13553,10000000,691,8212066
19,12082,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13571,10000000,691,8212066
20,12083,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13569,10000000,691,8212066
21,12084,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13585,10000000,691,8212066
22,12085,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13583,10000000,691,8212066
23,12086,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13587,10000000,691,8212066
24,12087,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13595,10000000,691,8212066
25,12088,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13581,10000000,691,8212066
26,12089,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13563,10000000,691,8212066
27,12090,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13577,10000000,691,8212066
28,12091,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13597,10000000,691,8212066
29,12092,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13561,10000000,691,8212066
30,12093,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13575,10000000,691,8212066
31,12094,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13591,10000000,691,8212066
32,12095,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13593,10000000,691,8212066
33,12096,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13589,10000000,691,8212066
34,12097,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13551,10000000,691,8212066
35,12098,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13559,10000000,691,8212066
36,12099,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13599,10000000,691,8212066
0,12100,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13557,10000000,691,8212066
1,12101,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,13567,10000000,691,8212066
2,12102,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12488,10000000,691,8212066
3,12103,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12496,10000000,691,8212066
4,12104,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12490,10000000,691,8212066
5,12105,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12492,10000000,691,8212066
6,12106,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12476,10000000,691,8212066
7,12107,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12482,10000000,691,8212066
8,12108,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12498,10000000,691,8212066
9,12109,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12484,10000000,691,8212066
10,12110,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12478,10000000,691,8212066
11,12111,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12500,10000000,691,8212066
12,12112,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12494,10000000,691,8212066
13,12113,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12486,10000000,691,8212066
14,12114,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12502,10000000,691,8212066
15,12115,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12480,10000000,691,8212066
16,12116,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12504,10000000,691,8212066
17,12117,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,11947,10000000,691,8212066
18,12118,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,11949,10000000,691,8212066
19,12119,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12454,10000000,691,8212066
20,12120,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12452,10000000,691,8212066
21,12121,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,11945,10000000,691,8212066
22,12122,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12506,10000000,691,8212066
23,12123,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12510,10000000,691,8212066
24,12124,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12508,10000000,691,8212066
25,12125,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12512,10000000,691,8212066
26,12126,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12514,10000000,691,8212066
27,12127,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12355,10000000,691,8212066
28,12128,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12338,10000000,691,8212066
29,12129,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12357,10000000,691,8212066
30,12130,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12325,10000000,691,8212066
31,12131,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12348,10000000,691,8212066
32,12132,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12321,10000000,691,8212066
33,12133,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12346,10000000,691,8212066
34,12134,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12332,10000000,691,8212066
35,12135,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12334,10000000,691,8212066
36,12136,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12330,10000000,691,8212066
0,12137,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12328,10000000,691,8212066
1,12138,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12342,10000000,691,8212066
2,12139,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12323,10000000,691,8212066
3,12140,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12340,10000000,691,8212066
4,12141,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12359,10000000,691,8212066
5,12142,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12350,10000000,691,8212066
6,12143,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12353,10000000,691,8212066
7,12144,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12336,10000000,691,8212066
8,12145,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12361,10000000,691,8212066
9,12146,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12344,10000000,691,8212066
10,12147,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12319,10000000,691,8212066
11,12148,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12299,10000000,691,8212066
12,12149,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12305,10000000,691,8212066
13,12150,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12309,10000000,691,8212066
14,12151,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12301,10000000,691,8212066
15,12152,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12303,10000000,691,8212066
16,12153,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12317,10000000,691,8212066
17,12154,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12293,10000000,691,8212066
18,12155,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12297,10000000,691,8212066
19,12156,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12295,10000000,691,8212066
20,12157,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12315,10000000,691,8212066
21,12158,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12313,10000000,691,8212066
22,12159,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12311,10000000,691,8212066
23,12160,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12291,10000000,691,8212066
24,12161,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12307,10000000,691,8212066
25,12162,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12304,10000000,691,8212066
26,12163,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12320,10000000,691,8212066
27,12164,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12302,10000000,691,8212066
28,12165,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12318,10000000,691,8212066
29,12166,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12314,10000000,691,8212066
30,12167,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12306,10000000,691,8212066
31,12168,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12316,10000000,691,8212066
32,12169,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12310,10000000,691,8212066
33,12170,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12308,10000000,691,8212066
34,12171,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12312,10000000,691,8212066
35,12172,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12292,10000000,691,8212066
36,12173,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12296,10000000,691,8212066
0,12174,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12294,10000000,691,8212066
1,12175,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12298,10000000,691,8212066
2,12176,2022-11-14,BHARATIYA JANATA PARTY,*******8244,OC,12300,10000000,691,8212066
3,12177,2022-11-14,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13622,1000000,691,8212066
4,12178,2022-11-14,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13620,1000000,691,8212066
5,12179,2022-11-14,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13618,1000000,691,8212066
6,12180,2022-11-14,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13616,1000000,691,8212066
7,12181,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12473,10000000,691,5972302
8,12182,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12461,10000000,691,5972302
9,12183,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11944,10000000,691,5972302
10,12184,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12467,10000000,691,5972302
11,12185,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12451,10000000,691,5972302
12,12186,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12457,10000000,691,5972302
13,12187,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12453,10000000,691,5972302
14,12188,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12465,10000000,691,5972302
15,12189,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12475,10000000,691,5972302
16,12190,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11940,10000000,691,5972302
17,12191,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12463,10000000,691,5972302
18,12192,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12477,10000000,691,5972302
19,12193,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12471,10000000,691,5972302
20,12194,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11946,10000000,691,5972302
21,12195,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11942,10000000,691,5972302
22,12196,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12459,10000000,691,5972302
23,12197,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11950,10000000,691,5972302
24,12198,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11948,10000000,691,5972302
25,12199,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12469,10000000,691,5972302
26,12200,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12455,10000000,691,5972302
27,12201,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13001,10000000,691,5972302
28,12202,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13005,10000000,691,5972302
29,12203,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13017,10000000,691,5972302
30,12204,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13007,10000000,691,5972302
31,12205,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13009,10000000,691,5972302
32,12206,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13015,10000000,691,5972302
33,12207,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13011,10000000,691,5972302
34,12208,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13013,10000000,691,5972302
35,12209,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13019,10000000,691,5972302
36,12210,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13003,10000000,691,5972302
0,12211,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13022,10000000,691,5972302
1,12212,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13004,10000000,691,5972302
2,12213,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13014,10000000,691,5972302
3,12214,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13034,10000000,691,5972302
4,12215,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13046,10000000,691,5972302
5,12216,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13042,10000000,691,5972302
6,12217,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13032,10000000,691,5972302
7,12218,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13044,10000000,691,5972302
